"hts_code","custom_description"
"9403.50.9080","26"" Vintage Mahogany Telephone Table - Bombay Company Queen Anne Style"
"9403.50.90.80","2 Small Towel Racks"
"9403.60.40.00","Handmade wooden spice rack for kitchen, made in Canada"
"9403.60.40.00","Omega Floating Shelf: Modern Wood Half Circle Altar Display"
"9403.60.40.00","Red Oak Circle Shelf: Modern Floating Steam Bent Solid Wood Shelf"
"9403.60.40.00","Steam Bent Modern Artisan Floating Shelf"
"9403.60.40.00","teak magazine rack"
"9403.60.40.00","WALNUT STOOL, Foot Rest, STEP Stool, <b>Personalized</b> Small 4 Leg Wooden Artisan Stool, Seat 8x11, Height 9.25"
"9403608093","Height Adjustable Ceiling Rack for <b>Clothing</b> Stores"
"9403608093","wood <b>clothing</b> rack for household use. made of 100% wood from canada"
"9403608093","wood hanging <b>clothing</b> rack for household use. made of wood (fraxinus americana) from Canada"
"9403.60.8093","Vintage Mahogany Nesting Tables by Bombay Company: Classical Style Home Decor"
"9403.60.80.93","wooden needlework stand"
"9403.70.40.15","3D printed decorative bookshelf <b>item</b> made of plastic or wood; primarily for home use"
"9403.70.40.15","3D printed home decor <b>items</b> made from plastic materials"
"9403.70.40.15","Mary and Jesus Home Shrine"
"9403.70.40.15","plastic decor name sign"
"9403704020","Desk Clamp-On Cup / Mug / Bottle Holder (Physical 3D Printed <b>Item</b>)"
"9403.70.40.20","3D printed decorative bookshelf <b>accessories</b> made of plastic"
"9403.70.40.20","Plastic Organizer"
"9403.70.40.20","plastic organizers"
"9403.70.40.20","plastic stand with metal"
"9403.70.40.31","Automotive Dash Plastic Molding"
"9403.70.40.31","Automotve console lid"
"9403.70.40.31","Dash Plastic Trim Set"
"9403.70.80.15","ACOTAR Suriel & Cauldron Bookshelf Decor"
"9403.70.80.15","Beverage Can Cover: Covers 6 cans"
"9403.70.80.15","Bin"
"9403.70.80.15","Plastic Paint Holder"
"9403.70.80.15","Plastic Paint Holder Mini"
"9403.70.80.15","Recycle Bin Holder: Holds 4 bins"
"9403.70.80.15","Robocop Fridge <b>Magnet</b>"
"9403.70.80.15","TV STAND PLASTIC"
"9403.70.80.15","tv stands, plastic"
"9403.70.80.20","Mini Tetris Game"
"9403.70.80.20","Office Chair Wheel Stoppers for Sim Racing and Flight Sims (Pack of 5)"
"9403.70.80.20","Pen Holder"
"9403.70.80.20","Plastic Keyboard <b>Accessory</b>"
"9403.70.80.20","Plastic phone <b>accessory</b>"
"9403.70.80.20","Simagic Haptic P-HPR Pedal Mount - for Moza SR-P & Lite Pedals"
"9403.70.80.20","Simagic P-HPR Haptic Reactor Mount for Heusinkveld Sprint Pedal"
"9403.70.80.31","2x Quad Lock Adapter to Garmin / Wahoo / Bryton / IGPS / Cycplus / etc."
"9403.70.80.31","80% wood, 20% Plastic display board"
"9403.70.80.31","Automotive center console cup holder"
"9403.70.80.31","Automotive Kick Panel Trim"
"9403.70.80.31","BMC BDH724 Wolseley 15/60 16/60 Air Intake Grille Right Hand RH"
"9403.70.80.31","Center Console Upper Trim"
"9403.70.80.31","Classic Mini Door Lock Plinth Plastic Chrome, Pair, SKU-CZH611PA"
"9403.70.80.31","Door Trim Panel Cover Set"
"9403.70.80.31","TV STAND PLASTIC"
"9403.70.80.31","Universal Tablet Desk Shelf/<b>Monitor</b> Stand Mount"
"9403.89.30.10","Key Ring Hanger"
"9403.89.60.15","Solid wooden stool"
"9403.91.0005","Butterfly mobile/bright and cheerful/Multicolour butterfly mobile/rainbow mobile/butterfly Mobile/Baby shower/Nursery Decor/Baby Nursery"
"9403.91.0005","Butterfly mobile/bright and cheerful/Multicolour butterfly mobile/rainbow mobile/crib Mobile/Baby shower/Nursery Decor/Baby Nursery/<b>gift</b>."
"9403.91.0005","Butterfly Mobile/light creamy blush/Champagne/Taupe/White/Baby shower/Nursery Mobile/Baby Girl Mobile/Girl bedroom Mobile/Nursery Decor"
"9403.91.0005","Butterfly Mobile:Pink/Blush/Champagne/Taupe/White/Baby shower/Nursery Mobile/Baby Girl Mobile/Girl bedroom Mobile/Nursery Decor/<b>Gift</b>/<b>Custom</b>."
"9403.91.0005","Butterfly Mobile/White butterfly mobile/Canopy Butterfly mobile/White Butterflies/3D butterfly mobile/Photo prop/Baby shower/Baby nursery."
"9403.91.0005","DUSTY ROSE MAUVE blush, light blush white butterfly mobile/Baby shower <b>gift</b>/Nursery Mobile/Girl bedroom Mobile/Nursery Decor/birthday <b>gift</b>."
"9403.91.0005","FULL BODIED Butterfly Mobile/Butterfly Crib Mobile/Purple/Pink Butterflies/Girl room/Baby shower/Nursery Decor/Nursery mobile/Baby nursery."
"9403.91.0005","Gender neutral mobile, Nature flower and butterfly mobile, Girl mobile, Baby shower <b>gift</b>, Neutral mobile, minimalist mobile, Nursery Decor"
"9403.91.0005","Gold butterfly mobile/gold hoop/mixed gold/nursery mobile/Canopy/Baby mobile/Baby nursery/girl room decor/gold crib mobile/baby shower <b>gift</b>."
"9403.91.0005","GOLD FISH Baby Mobile/Wood Fish/Marine Crib Mobile/<b>Gift</b> Baby Shower/Sea theme mobile/Kids mobile/Under the Sea/Nursery Decor/flying keys"
"9403.91.0005","Gorgeous bright Flower mobile/butterfly mobile/rainbow flower mobile/Baby shower/Nursery Decor/Baby Nursery/Teen room decor/crib mobile/<b>gift</b>"
"9403.91.0005","NEW colourful spiral Butterfly mobile/gorgeous cheerful bright mobile/Rainbow mobile/rainbow nursery decor/Baby shower <b>gift</b>/Nursery Decor."
"9403.91.0005","pink blush butterfly mobile/rose gold/sparkly pink/Baby shower/Nursery Mobile/Baby Girl Mobile/<b>gift</b>/birthday/nursery crib mobile/baby shower"
"9403.91.0005","Purple hydrangea butterfly mobile/purple Butterfly Mobile/Baby shower <b>gift</b>/Crib Mobile/Nursery Decor/Baby nursery/girl room/Handmade/bedroom"
"9403.91.0005","White butterfly Mobile/pink butterfly mobile/butterfly mobile/Baby shower/Nursery Mobile/Nursery Decor/Baby nursery decor/Girl room/<b>Gift</b>"
"9403.91.0080","wooden part for needlework stand"
"9403.99.10.40","1948 PLYMOUTH AUTO STAINLESS ROCKER TRIM"
"9403.99.10.40","1957-58 MERCURY STAINLESS ROCKER TRIM SET"
"9403.99.10.50","Dr Doolin Ford Model A Fender Cover"
"9403.99.10.50","Used 2003 Infiniti G35 Coupe Grille Emblem"
"9403.99.10.50","Used 2005 Ford F150 Interior Cabin Trim"
"9403.99.10.50","Used 2005 Infiniti G35 Coupe Interior Trim"
"9403.99.10.50","Used 2007 BMW 3 Series Air Vent Trim"
"9403.99.10.50","Used 2007 Infiniti G35 Plastic <b>Battery</b> Trim Panel"
"9403.99.10.50","Used 2008 Infiniti G37 Front Left Exterior Trim Bracket"
"9403.99.30.80","plastic fender"
"9404.30.40.00","Down Pillow"
"9404401000","Piercing Pillow (Piercing <b>Accessories</b>, Piercing Healing, Ear Piercing Aftercare, Piercing Aftercare, Donut Pillow, Pillow with Hole)"
"9404.40.1000","100% Silk Filled Duvet"
"9404.40.10.00","Handmade mini quilt"
"9404.40.90.05","duvet"
"9404901030","applique wool pillows. cream with black cross"
"9404.90.1030","Pillow"
"9404.90.10.30","Foam Hat Size Reducer Strips: Black & White, Adhesive, 6-Piece Set"
"9404.90.10.60","Handmade decorative cushion pillow"
"9404.90.10.90","calming dog bed HARMONY brown - L"
"9404.90.10.90","calming dog bed HARMONY cream - L"
"9404.90.10.90","calming dog bed HARMONY cream - S"
"9404.90.10.90","dog bed BLISS grey - L"
"9404.90.10.90","Handmade mini cushion"
"9404.90.10.90","Last one! Made to order Dorothy Stitcharmony pincushion - Jill Howarth"
"9404.90.10.90","Pillow Cover"
"9404.90.10.90","Ready to <b>ship</b> Bill loved his rose bushes - heather ross"
"9404.90.10.90","Ready to <b>ship</b> piglet by Jill Howarth"
"9404902030","<b>Custom</b> Chair Cushions: Woollen Look Performance Fabric, <b>Replacement</b> Cushion"
"9404.90.20.60","Heart Pillow | Crochet Heart Cushion | Decorative Pillow | Throw Pillow | Scatter Pillow | Valentine's Day <b>Gift</b> | Anniversary <b>Gift</b>| Homeware"
"9404.90.20.90","Crocheted <b>Candy</b> Heart Pillow, Valentine's Day Decor, <b>Custom</b> Saying"
"9404.90.20.90","Feelings Wheel Pillow, Wheel of Emotions, Therapist Decor, Therapist Tool, Therapist <b>Gift</b>"
"9405114010","lamp shade <b>replacement</b> part glass"
"9405114010","lamp shade <b>replacement</b> part metal"
"9405.114020","lamp with clock"
"9405.114020","Plasma lamp 30"
"9405.11.80.10","ceiling recessed lighting"
"9405.19.60.10","christmas tree topper"
"9405.19.60.10","handmade night light"
"9405.19.60.10","Handmade night light"
"9405.214010","Vintage 17- Crayola Crayon Lava Glitter Blue Motion Lamp 90s Decor Retro Light <b>Gift</b> / vintage 17- blue crayon lava lamp"
"9405.21.40.10","Grateful Dead Dancing Bear 3D Printed LED Lightbox"
"9405.21.40.10","table lamp metal"
"9405.21.40.10","Vintage Night Lamp"
"9405216010","Modern Rattan Pendant Light"
"9405216010","Woven Texture Pendant Lampshade"
"9405218010","LED Base <b>sample</b>"
"9405.21.8010","Call of Duty Zombies Juggernog Lamp | Perk a cola COD Gamer Room Decor"
"9405.21.8010","LED Nail lamp"
"9405.21.8010","Minecraft Lantern RGB Lamp - USB Powered Gaming Night Light Bedroom Decor Gamer <b>Gift</b> Kids Desk Lamp Pixelated Block"
"9405.21.80.10","<b>Custom</b> order for Florence Hawkins"
"9405.21.80.10","Beige and white gingham petite check chandelier lampshades"
"9405.21.80.10","Blue bird toile chandelier lampshade blue and natural linen"
"9405.21.80.10","ceramic porcelain electric night light for residential use"
"9405.21.80.10","Folk tales toile Pistachio chandelier lampshade pale green and beige"
"9405.21.80.10","French blue lampshade gingham check chandelier lampshade clip fitter"
"9405.21.80.10","French toile chandelier lampshades Black and White toile"
"9405.21.80.10","LED Lamp"
"9405.21.80.10","Linen Chandelier Lampshade with Black Trim"
"9405.21.80.10","Non-functional plastic model, LED Display"
"9405.21.80.10","Non-functional plastic model, LED Spitfire Display"
"9405.21.80.10","Sage grass and cream gingham check chandelier lampshade clip fitter"
"9405.21.80.10","usb LED Lamp"
"9405294010","Electric table brass lamp"
"9405.29.4010","Lamps"
"9405.29.40.10","Ceramic Lamp"
"9405.29.8010","Bottle Lamp"
"9405.29.8010","Clase Azul Tequila Bottle Lamp"
"9405.29.8010","Lamp"
"9405.29.8010","Table Lamp"
"9405.29.8010","Used electric table lamp"
"9405.29.80.10","Wooden floor lamp"
"9405.29.80.10","Wooden table lamp"
"9405.31.00.40","LA Kings LED Lightbox | 3D Printed Lamp | Hockey Team Night Light | LED Display Sign | Sports Fan <b>Gift</b>"
"9405.41.82.00","3d printed lightbox"
"9405.41.82.00","3dprinted parts"
"9405.41.82.00","Led Strip Light"
"9405.42.82.00","BACKLIGHTS"
"9405.42.82.00","KPop Demon Hunters Huntrix Saja Boys Lightsticks"
"9405.42.82.00","Led Strip Light"
"9405428440","electronics parts kit for LED displays"
"9405428440","LED display for movie prop"
"9405490000","Picco | Large Ceramic Pendant Light Fixture | Made in Canada"
"9405490000","Picco | Small Ceramic Pendant Light Fixture | Made in Canada"
"9405490000","Pompeii | Extra Large Ceramic Pendant/Flush Mount Light Fixture | Made in Canada"
"9405490000","Pompeii | Large Ceramic Pendant/Flush Mount Light Fixture | Made in Canada"
"9405490000","Pompeii | Small Ceramic Pendant/Flush Mount Light Fixture | Made in Canada"
"9405.49.0000","Montebello | Large Ceramic Pendant Light Fixture | Made in Canada"
"9405.49.0000","Syracuse | Large Ceramic Pendant/Flush Mount Light Fixture | Made in Canada"
"9405.49.0000","Syracuse | Small Ceramic Flush Mount Light Fixture | Made in Canada"
"9405.49.0000","Tulipano | Ceramic Pendant Light Fixture | Made in Canada"
"9405.49.0000","Vallea | Large Ceramic Pendant/Flush Mount Light Fixture | Made in Canada"
"9405.49.0000","Vallea | Small Ceramic Pendant/Flush Mount Light Fixture | Made in Canada"
"9405.50.30.00","Stainless CandleStick"
"9405.50.30.00","Vintage brass candlestick holders, decorative, with a height of approximately 10 inches, intended for holding candles"
"9405.50.4000","Handcrafted Lenten cross candleholder"
"9405.50.4000","Handcrafted walnut candle holder crossed bowl shape"
"9405.50.40.00","candle holder"
"9405.50.40.00","Fuji Concrete Tealight Holder: Japanese Wood Base"
"9405.91.10.00","Glass Lamp Shade"
"9405913000","Glass Lamp Shade"
"9405.91.3000","<b>Replacement</b> Glass Shade"
"9405.92.0000","Govee Light Slim Mounting Bracket (12-Pack) - H705/H805 - Outdoor ABS"
"9405.92.0000","Plastic anti glare shield for indoor and outdoor lights"
"9405.92.0000","Plastic LED light diffuser for recessed ceiling lighting fixtures with embedded <b>magnets</b> for mounting"
"9405.92.00.00","Automotive Emblem"
"9405.92.00.00","Motor Vehicle Dome Light"
"9405.99.4090","Lamp Shade"
"9503000011","100% polyester crochet <b>toy</b>"
"9503000011","<b>TOY</b> CAR PLASTIC (USED)"
"9503000011","<b>TOY</b> CAR SMALL PLASTIC (USED)"
"9503000011","<b>TOY</b> DISNEY PVC DOLL MOANA (USED)"
"9503000011","<b>TOY</b> DOLL PLASTIC (USED)"
"9503000011","<b>TOY</b> MINI CRAB PLASTIC (USED)"
"9503000011","<b>TOY</b> MINI DOLL PLASTIC (USED)"
"9503000011","<b>TOY</b> MINI MONKEY PLASTIC (USED)"
"9503000011","<b>TOY</b> MINI PLASTIC CAR (PRE-OWNED)"
"9503000011","<b>TOY</b> MINI PLASTIC CAR (USED)"
"9503000011","<b>TOY</b> MINI PVC CAT (USD)"
"9503000011","<b>TOY</b> PLASTIC CAR DISNEY (USED)"
"9503000011","<b>TOY</b> PLASTIC CAR TRUCK (USED)"
"9503000011","<b>TOY</b> PLASTIC CRAB (USED)"
"9503000011","<b>TOY</b> PLASTIC DOLLHOUSE EGG (USED)"
"9503000011","<b>TOY</b> PLASTIC LIZARD (USED)"
"9503000011","<b>TOY</b> PLASTIC MINION (USED)"
"9503000011","<b>TOY</b> PLASTIC MINI SNAIL (USED)"
"9503000011","<b>TOY</b> PLASTIC SLOTH (USED)"
"9503000011","<b>TOY</b> PLASTIC SMALL CAT (PRE-OWNED)"
"9503000011","<b>TOY</b> PLASTIC SMALL KOALA (USED)"
"9503000011","<b>TOY</b> PLASTIC SMALL LIZARD (USED)"
"9503000011","<b>toy</b> plastic small tiger"
"9503000011","<b>TOY</b> PLASTIC SMALL TIGER (USED)"
"9503000011","<b>TOY</b> PVC MINI DOLL (USED)"
"9503000011","<b>TOY</b> PVC MINI DUCK (PRE-OWNED)"
"9503000011","<b>TOY</b> PVC PLASTIC DRAGON (USED)"
"9503000011","<b>TOY</b> PVC ROOSTER (USED)"
"9503000011","<b>TOY</b> PVC SMALL COW (USED)"
"9503000011","<b>TOY</b> PVC SMALL DUCK (USED)"
"9503000011","<b>TOYS</b> PLASTIC ANIMALS (USED)"
"9503000011","<b>TOYS</b> PLASTIC MOUSE/GORILLA (USED)"
"9503000011","<b>TOYS</b> PLASTIC SMALL ANIMALS (USED)"
"9503000011","<b>TOYS</b> PLASTIC SMALL CHIPMUNKS (USED)"
"9503000011","DISNEY PVC SMALL DOLL BOY (USED)"
"9503000011","inflatable beach ball"
"9503000011","PLUSH <b>TOY</b> DOLL (PRE-OWNED)"
"9503000011","T0Y PLASTIC SMALL DOLL (USED)"
"9503000011","USED <b>TOY</b> BIRD PLASTIC"
"9503000011","USED <b>TOY</b> MONKEY PLASTIC"
"9503000011","USED <b>TOY</b> PIRATE PLASTIC"
"9503000011","used <b>toy</b> plastic plane"
"9503000011","USED <b>TOY</b> PLASTIC PLANE"
"9503000011","USED <b>TOYS</b> DISNEY SMALL PLASTIC"
"9503.00.0011","Handmade baby mobile, dog themed, wool felt"
"9503.00.0011","Handmade baby mobile, solar system, wool felt"
"9503.00.0011","Handmade baby mobile, with airplane , wool felt"
"9503.00.0011","Handmade baby mobile with bear and clouds, wool felt"
"9503.00.0011","Handmade baby mobile with bees, wool felt"
"9503.00.0011","Handmade baby mobile with bunnies,wool felt"
"9503.00.0011","Handmade baby mobile, with clouds and wool felt balls"
"9503.00.0011","Handmade baby mobile, with clouds and wool felt balls, wool felt"
"9503.00.0011","Handmade baby mobile,with clouds, wool felt"
"9503.00.0011","Handmade baby mobile with deer, wool felt"
"9503.00.0011","Handmade baby mobile, with dog , clouds , wool felt"
"9503.00.0011","Handmade baby mobile with horse and clouds, wool felt"
"9503.00.0011","Handmade baby mobile with rainbow, wool felt"
"9503.00.0011","Handmade baby mobile with sun, wool felt"
"9503.00.0011","Handmade baby mobile with sun, wool fetl"
"9503.00.0011","Handmade baby mobile, wool felt"
"9503.00.0011","Handmade baby mobile, wool felt african animal theme"
"9503.00.0011","Handmade baby mobile, wool felt dog themed"
"9503.00.0011","Handmade baby mobile, wool felt horse themed, 2 horse mobiles felt"
"9503.00.0011","Handmade baby mobile, wool felt ocean theme"
"9503.00.0011","Handmade baby mobile, wool Felt Owl Baby Mobile:"
"9503.00.0011","Handmade baby mobile, wool felt with airplane"
"9503.00.0011","Handmade baby mobile, wool felt with animals"
"9503.00.0011","Handmade baby mobile, wool felt with bee"
"9503.00.0011","Handmade baby mobile wool felt with dog"
"9503.00.0011","Handmade baby mobile, wool felt with dog"
"9503.00.0011","Handmade baby mobile, wool felt with dragon"
"9503.00.0011","Handmade baby mobile, wool felt with heart"
"9503.00.0011","Handmade baby mobile, wool felt with sun"
"9503.00.00.11","2006 littlest pet shop play set"
"9503.00.00.11","barbie vintage <b>toy</b>"
"9503.00.00.11","Black Butler 1/8 Scale Figurine"
"9503.00.00.11","mcdonald-s happy meal <b>toy</b>"
"9503.00.00.11","mini football"
"9503.00.00.11","plush doll"
"9503.00.00.11","teddy bear"
"9503.00.00.11","woolen <b>toy</b> teddy bear"
"9503000013","100% plastic <b>toy</b>, figurine"
"9503000013","2 handmade mini crocheted chickens from polyester yarn and 1 crocheted turtle with plastic <b>eyes</b>"
"9503000013","acrylic standee"
"9503000013","Adventure Outdoors - Camp Maplelea Outfit for 18-inch Dolls"
"9503000013","Alexi Doll, Outfit, Story Journal and Keepsake Box"
"9503000013","Alexi's Story Journal-Seconds"
"9503000013","All <b>season</b> Doll Boots"
"9503000013","Alpine Trail - Hiking Outfit for 18-inch Dolls"
"9503000013","Aputi Parka, Northern Snow Suit and Boots for 18-inch Dolls"
"9503000013","Aqua Sparkle Sunglasses for 18-inch Dolls"
"9503000013","Arctic Animals Dress for Girl and 18-inch Doll - Girls Large (size 9/10)"
"9503000013","Arctic Animals Dress for Girl and 18-inch Doll - Girls Medium (size 7/8)"
"9503000013","Arctic Animals Dress for Girl and 18-inch Doll - Girls Small (size 6)"
"9503000013","Arctic Animals Dress for Girl and 18-inch Doll - Girls XLarge (size 12)"
"9503000013","Arctic Hat & Mitts - Traditional Inuit Style Hat for 18-inch Dolls - KS33A Blue"
"9503000013","Arctic Hat & Mitts - Traditional Inuit Style Hat for 18-inch Dolls - KS33B Fuchsia"
"9503000013","Artic hat and mitts for doll"
"9503000013","Ballet set for dolls"
"9503000013","Banff Big 3 - Snowsuit and Boots for 18-inch Dolls"
"9503000013","Bear Hug Sweater Dress Set for 18-inch Doll"
"9503000013","Bear Track Sweater"
"9503000013","Bear Track - Varsity Jacket for 18-inch Dolls"
"9503000013","Beautiful Braided Sandals for 18-inch Dolls"
"9503000013","Bee Buzz Runners: Embroidered High Tops for 18-inch Doll"
"9503000013","Belle Soiree Dressy Outfit for 18-inch Dolls"
"9503000013","Black Bear Slippers for 18-inch Dolls"
"9503000013","Black Sunglasses for 18-inch Dolls"
"9503000013","Black/White Sunglasses for 18-inch Dolls"
"9503000013","Blank Diary"
