chapter,rank_in_chapter,hts8,api_hts_number,brief_description
40,20,40030000,4003.00.00,"Reclaimed rubber in primary forms or in plates, sheets or strip"
41,1,41012010,4101.20.10,"Whole raw hide/skin of bovine/equines (n/o 8 kg when dried, 10 kg when dry salted or 16 kg when fresh/otherwise preserved), not pretanned"
41,2,41012020,4101.20.20,"Whole bovine hides/skin upper/lining (n/o 8 kg when dried, 10 kg when dry salted or 16 kg when fresh/otherwise preserved), n/o 2.6 m2, nesoi"
41,3,41012030,4101.20.30,"Whole bovine hides/skin nesoi (n/o 8 kg when dried, 10 kg when dry salted or 16 kg when fresh/otherwise preserved), n/o 2.6 m2, nesoi"
41,4,41012035,4101.20.35,"Whole raw buffalo hides/skins (n/o 8 kg when dried, 10 kg when dry salted or 16 kg when fresh/otherwise preserved), over 2.6 m2, nesoi"
41,5,41012040,4101.20.40,"Whole bovine hides/skins (not buffalo) (n/o 8 kg dried, 10 kg dry salted or 16 kg fresh/otherwise preserved), ov 2.6 m2, vegetable pretanned"
41,6,41012050,4101.20.50,"Whole bovine hide/skin (not buffalo) (n/o 8 kg dried, 10 kg dry salted or 16 kg fresh/otherwise preserved), ov 2.6 m2, not vegetable pretann"
41,7,41012070,4101.20.70,"Whole equine hides and skins (n/o 8 kg when dried, 10 kg when dry salted or 16 kg when fresh/otherwise preserved), other than not pretanned"
41,8,41015010,4101.50.10,"Whole raw hides and skins of bovine or equine animals, of a weight exceeding 16 kg, not pretanned"
41,9,41015020,4101.50.20,"Whole raw bovine hides and skins upper/lining, of a weight over 16 kg, unit surface area n/o 2.6 m2, pretanned but not further prepared"
41,10,41015030,4101.50.30,"Whole raw bovine hides and skins, of a weight over 16 kg, unit surface area n/o 2.6 sq m, pretanned but not further prepared"
41,11,41015035,4101.50.35,"Whole raw buffalo hidess and skins, of a weight over 16 kg, surface area over 2.6 sq m, pretanned but not further prepared,"
41,12,41015040,4101.50.40,"Whole raw bovine hides and skins (not buffalo), weight over 16 kg, surface area over 2.6 m2, vegetable pretanned but not further prepared"
41,13,41015050,4101.50.50,"Whole raw bovine hides/skins (not buffalo), weight over 16 kg, surface area over 2.6 m2, pretanned (not vegetable) but not further prepared"
41,14,41015070,4101.50.70,"Whole raw equine hides and skins, of a weight exceeding 16 kg, pretanned but not further prepared"
41,15,41019010,4101.90.10,"Raw hides and skins (other than whole) of bovine or equine animals, not pretanned"
41,16,41019035,4101.90.35,"Raw buffalo hides and skins (other than whole), pretanned but not further prepared"
41,17,41019040,4101.90.40,"Raw bovine hides and skins (other than whole), vegetable pretanned but not further prepared"
41,18,41019050,4101.90.50,"Raw bovine hides and skins (other than whole), pretanned (other than vegetable pretanned) but not further prepared"
41,19,41019070,4101.90.70,"Raw equine hides and skins (other than whole), pretanned but further prepared"
41,20,41021010,4102.10.10,"Raw skins of sheep or lambs (not excluded by note 1(c) to chapter 41), with wool on, not pretanned"
42,1,42010030,4201.00.30,"Dog leashes, collars, muzzles, harnesses and similar dog equipment, of any material"
42,2,42010060,4201.00.60,"Saddlery and harnesses for animals nesoi, (incl. traces, leads, knee pads, muzzles, saddle cloths and bags and the like), of any material"
42,3,42021100,4202.11.00,"Trunks, suitcases, vanity & all other cases, occupational luggage & like containers, surface of leather, composition or patent leather"
42,4,42021221,4202.12.21,"Trunks, suitcases, vanity and attache cases and similar containers, with outer surface of plastics"
42,5,42021229,4202.12.29,"Occupational luggage and similar containers, with outer surface of plastics"
42,6,42021240,4202.12.40,"Trunks, suitcases, vanity & attache cases, occupational luggage & like containers, surfaces of cotton, not of pile or tufted construction"
42,7,42021260,4202.12.60,"Trunks, suitcases, vanity & attache cases, occupational luggage & like containers, w outer surface of veg. fibers, excl. cotton"
42,8,42021281,4202.12.81,"Trunks, suitcases, vanity & attache cases, occupational luggage and similar containers, with outer surface of MMF materials"
42,9,42021289,4202.12.89,"Trunks, suitcases, vanity & attache cases, occupational luggage and similar containers, with outer surface of textile materials nesoi"
42,10,42021900,4202.19.00,"Trunks, suitcases, vanity cases, attache cases, occupational luggage & like containers surface of vulcanized fiber or paperboard nesoi"
42,11,42022130,4202.21.30,"Handbags, with or without shoulder strap or without handle, with outer surface of reptile leather"
42,12,42022160,4202.21.60,"Handbags, with or without shoulder strap or without handle, with outer surface of leather, composition or patent leather, nesoi, n/o $20 ea."
42,13,42022190,4202.21.90,"Handbags, with or without shoulder strap or without handle, with outer surface of leather, composition or patent leather, nesoi, over $20 ea."
42,14,42022215,4202.22.15,"Handbags, with or without shoulder straps or without handle, with outer surface of sheeting of plastics"
42,15,42022235,4202.22.35,"Handbags with or without shoulder strap or without handle, with outer surface of textile materials, wholly or in part of braid, of abaca"
42,16,42022240,4202.22.40,"Handbags with or without shoulder strap or without handle, with outer surface of textile materials, wholly or in part of braid, nesoi"
42,17,42022245,4202.22.45,"Handbags with or without shoulder strap or without handle, with outer surface of cotton, not of pile or tufted construction or braid"
42,18,42022260,4202.22.60,"Handbags with or w/o shoulder strap or w/o handle, outer surface of veg. fibers, exc. cotton, not of pile or tufted construction or braid"
42,19,42022270,4202.22.70,"Handbags with or w/o shoulder strap or w/o handle, with outer surface containing 85% or more of silk, not braided"
42,20,42022281,4202.22.81,"Handbags with or without shoulder strap or without handle, with outer surface of MMF materials"
43,1,43011000,4301.10.00,"Raw furskins of mink, whole, with or without head, tail or paws"
43,2,43013000,4301.30.00,"Raw lamb furskins of Astrakhan, Broadtail, Caracul, Persian, Indian, Chinese, Mongolian, Tibetan, whole"
43,3,43016030,4301.60.30,"Raw furskins of silver, black or platinum fox (including mutations of these), whole, with or without head, tail or paws"
43,4,43016060,4301.60.60,"Raw furskins of fox, other than of silver, black or platinum fox, whole, with or without head, tail or paws"
43,5,43018002,4301.80.02,"Other furskins, whole, with or without head, tail, or paws"
43,6,43019000,4301.90.00,"Heads, tails, paws and other pieces or cuttings of raw furskins, suitable for furriers' use"
43,7,43021100,4302.11.00,"Tanned or dressed whole furskins of mink, with or without head, tail or paws, not assembled"
43,8,43021913,4302.19.13,"Tanned/dressed whole skins of Astrakhan, Broadtail, Caracul, Persian, Indian, Mongolian, Chinese & Tibetan lamb, not assembled"
43,9,43021915,4302.19.15,"Tanned or dressed whole furskins of silver, black or platinum fox (including mutations), with or without head, tail or paws, not assembled"
43,10,43021930,4302.19.30,"Tanned or dressed whole furskins of beaver, chinchilla, ermine, lynx, raccoon, sable, other specified animals, not dyed, not assembled"
43,11,43021945,4302.19.45,"Tanned or dressed whole furskins of beaver, chinchilla, ermine, lynx, raccoon, sable, wolf, other specified animals, dyed, not assembled"
43,12,43021955,4302.19.55,"Tanned or dressed whole furskins of rabbit or hare, with or without head, tail or paws, not assembled"
43,13,43021960,4302.19.60,"Tanned or dressed whole furskins, nesoi, with or without head, tail or paws, not assembled, not dyed"
43,14,43021975,4302.19.75,"Tanned or dressed whole furskins, nesoi, with or without head, tail or paws, not assembled, dyed"
43,15,43022030,4302.20.30,"Heads, tails, paws, other pieces or cuttings of dressed or tanned furskins, of beaver, ermine, wolf, other specified animals, nt assembled"
43,16,43022060,4302.20.60,"Heads, tails, paws and other pieces or cuttings of dressed or tanned furskins, nesoi, not assembled, not dyed"
43,17,43022090,4302.20.90,"Heads, tails, paws and other pieces or cuttings of dressed or tanned furskins, nesoi, not assembled, dyed"
43,18,43023000,4302.30.00,"Whole furskins and pieces or cuttings thereof, tanned and dressed, assembled"
43,19,43031000,4303.10.00,"Articles of apparel and clothing accessories, of furskins"
43,20,43039000,4303.90.00,"Articles of furskin, nesoi"
44,1,44011100,4401.11.00,"Coniferous fuel wood, in logs, in billets, in twigs, in faggots or similar forms"
44,2,44011200,4401.12.00,"Nonconiferous fuel wood, in logs, in billets, in twigs, in faggots or similar forms"
44,3,44012100,4401.21.00,Coniferous wood in chips or particles
44,4,44012200,4401.22.00,Nonconiferous wood in chips or particles
44,5,44013100,4401.31.00,"Sawdust and wood waste and scrap,  pellets"
44,6,44013200,4401.32.00,Wood briquettes
44,7,44013920,4401.39.20,"Artificial fire logs, composed of wax and sawdust, with or without added materials"
44,8,44013942,4401.39.42,"Sawdust and wood waste and scrap, agglomerated, excluding wood pellets, wood briquettes and artificial fire logs"
44,9,44014100,4401.41.00,"Sawdust, not agglomerated"
44,10,44014900,4401.49.00,"Other wood waste and scrap, not agglomerated, other than sawdust"
44,11,44021000,4402.10.00,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated, of bamboo"
44,12,44022000,4402.20.00,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated, of shell or nut"
44,13,44029001,4402.90.01,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated, other than of bamboo or shell or nut"
44,14,44031100,4403.11.00,"Coniferous wood in the rough whether or not stripped of bark or sapwood, or roughly squared, treated with preservatives"
44,15,44031200,4403.12.00,"Nonconiferous wood in the rough whether or not stripped of bark or sapwood, or roughly squared, treated with preservatives"
44,16,44032101,4403.21.01,"Pine wood in the rough/roughly squared, the smallest dimension greater than or equal to 15 cm, not treated with preservatives"
44,17,44032201,4403.22.01,"Pine wood in the rough/roughly squared, the smallest dimension less than 15 cm, not treated with preservatives"
44,18,44032301,4403.23.01,"Fir and spruce wood in the rough/roughly squared, the smallest dimension greater than or equal to 15 cm, not treated with preservatives"
44,19,44032401,4403.24.01,"Fir and spruce wood in the rough/roughly squared, the smallest dimension less than 15 cm, not treated with preservatives"
44,20,44032501,4403.25.01,"Other coniferous wood, except pine, fir and spruce, in the rough/roughly squared, greater than or equal to 15 cm, not treated with preservatives"
45,1,45011000,4501.10.00,"Natural cork, raw or simply prepared"
45,2,45019020,4501.90.20,Waste cork
45,3,45019040,4501.90.40,"Crushed, granulated or ground cork"
45,4,45020000,4502.00.00,"Natural cork, debacked or roughly squared or in rectangular blocks, plates, sheets or strip (incl. sharp-edged blanks for corks or stoppers)"
45,5,45031020,4503.10.20,"Corks and stoppers of natural cork, tapered and of a thickness (or length) greater than the maximum diameter, n/o 19 mm maximum diameter"
45,6,45031030,4503.10.30,"Corks and stoppers wholly of natural cork,tapered & of a thickness (or length) greater than the maximum diam.,over 19 mm maximum diam."
45,7,45031040,4503.10.40,"Corks and stoppers of natural cork, tapered & of a thickness (or length) greater than the maximum diam.,over 19 mm maximum diam., nesoi"
45,8,45031060,4503.10.60,"Corks and stoppers of natural cork, of a thickness (or length) not greater than the maximum diameter"
45,9,45039020,4503.90.20,"Disks, wafers and washers of natural cork"
45,10,45039040,4503.90.40,"Natural cork wallcoverings, backed with paper or otherwise reinforced"
45,11,45039060,4503.90.60,"Articles of natural cork, other than corks and stoppers"
45,12,45041010,4504.10.10,Vulcanized sheets and slabs wholly of agglomerated ground or pulverized cork and rubber
45,13,45041020,4504.10.20,"Insulation of compressed agglomerated cork, coated or not coated"
45,14,45041030,4504.10.30,Floor coverings of agglomerated cork
45,15,45041040,4504.10.40,"Agglomerated cork wallcoverings, backed with paper or otherwise reinforced"
45,16,45041045,4504.10.45,"Agglomerated cork stoppers, not tapered, wholly of cork, of a thickness (or length) greater than the maximum diameter"
45,17,45041047,4504.10.47,"Corks, stoppers, disks, wafers and washers of agglomerated cork, nesoi"
45,18,45041050,4504.10.50,"Blocks, plates, sheets and strip; tiles of any shape; solid cylinder; all the foregoing of cork; all the foregoing, nesoi"
45,19,45049000,4504.90.00,"Agglomerated cork and articles of cork, nesoi"
46,1,46012140,4601.21.40,"Woven or partly assembled materials of  bamboo, for mats, matting and screens"
46,2,46012180,4601.21.80,Bamboo floor coverings
46,3,46012190,4601.21.90,"Mats, matting and screens of bamboo, nesoi"
46,4,46012240,4601.22.40,"Woven or partly assembled materials of rattan for mats, matting and screens"
46,5,46012280,4601.22.80,Rattan floor coverings
46,6,46012290,4601.22.90,"Mats, matting and screens of rattan, nesoi"
46,7,46012940,4601.29.40,"Woven or partly assembled materials of willow for mats, matting and screens"
46,8,46012960,4601.29.60,"Woven or partly assembled vegetable materials other than bamboo, rattan or willow, for mats, matting and screens"
46,9,46012980,4601.29.80,Willow floor coverings
46,10,46012990,4601.29.90,"Mats, matting and screens of willow, nesoi"
46,11,46019205,4601.92.05,"Plaits of bamboo and similar products of such plaiting materials, whether or not assembled into strips"
46,12,46019220,4601.92.20,Products of bamboo other than plaits and similar products such as plaiting materials.
46,13,46019301,4601.93.01,"Rattan webbing for mats, matting and screens"
46,14,46019305,4601.93.05,"Plaits of rattan and similar products of such plaiting materials, whether or not assembled into strips"
46,15,46019320,4601.93.20,Products of rattan other than plaits and similar products such as plaiting materials.
46,16,46019405,4601.94.05,"Plaits of vegetable materials and similar products of such plaiting materials, whether or not assembled into strips"
46,17,46019420,4601.94.20,"Products nesoi, of plaiting materials, bound together in parallel strands or woven, in sheet form, of willow or wood"
