query_id,canonical_hts_number,canonical_hts_digits,original_description,standardized_description,standardized_query,noise_flags,noise_score,quality_flags,quality_score,eval_eligible
std-219d50a519d6,4908.90.00.00,4908900000,Dog on fire meme | Weatherproof car window decal | Outdoor Funny Meme,Dog on fire meme | Weatherproof car window decal | Outdoor Funny Meme,dog on fire meme weatherproof car window decal outdoor funny meme,options,1,no_semantic_overlap,55,
std-55e246b60176,4908.90.00.00,4908900000,Eat Your Veggies Sticker,Eat Your Veggies Sticker,eat your veggies sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-e8a263c2bd68,4908.90.00.00,4908900000,EW Zombie Attack Vinyl Stickers,EW Zombie Attack Vinyl Stickers,ew zombie attack vinyl stickers,,0,no_semantic_overlap,55,
std-6204940170ab,4908.90.00.00,4908900000,Fish vinyl decal stickers,Fish vinyl decal stickers,fish vinyl decal stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-64c41b0f40c2,4908.90.00.00,4908900000,Graphics Set,Graphics Set,graphics set,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-578f44ebb106,4908.90.00.00,4908900000,Grass is Greener Sticker,Grass is Greener Sticker,grass is greener sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-dfc40c1da834,4908.90.00.00,4908900000,Green Iron On Decals,Green Iron On Decals,green iron on decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-3a676611cfc8,4908.90.00.00,4908900000,Grumpy Bear Boy Clown Die-Cut Sticker,Grumpy Bear Boy Clown Die-Cut Sticker,grumpy bear boy clown die cut sticker,,0,no_semantic_overlap,55,
std-5482f3fe6d46,4908.90.00.00,4908900000,I Have No Money Sticker | Gacha Blind Box Trinkets Plushies Keychains Lover | Cute Kawaii Waterbottle Laptop Decal Gift for Girls Angel Toy,I Have No Money Sticker | Gacha Blind Box Trinkets Plushies Keychains Lover | Cute Kawaii Waterbottle Laptop Decal Gift for Girls Angel Toy,i have no money sticker gacha blind box trinkets plushies keychains lover cute kawaii waterbottle laptop decal gift for girls angel toy,html|options,2,no_semantic_overlap,55,
std-bff929c87d9b,4908.90.00.00,4908900000,Iron On Decals (set of 2),Iron On Decals (set of 2),iron on decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-450a91c1275e,4908.90.00.00,4908900000,Katseye Club Vinyl Sticker Sheet,Katseye Club Vinyl Sticker Sheet,katseye club vinyl sticker sheet,,0,no_semantic_overlap,55,
std-5ed27b73331e,4908.90.00.00,4908900000,Katseye Holographic stickers,Katseye Holographic stickers,katseye holographic stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-738556246738,4908.90.00.00,4908900000,Kitten Nail Decals,Kitten Nail Decals,kitten nail decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-ef5b6ec2a960,4908.90.00.00,4908900000,The Lion King Nail Decals,The Lion King Nail Decals,lion king nail decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-de4dd24eddcc,4908.90.00.00,4908900000,The Little Mermaid Nail Decals,The Little Mermaid Nail Decals,little mermaid nail decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-c52b57721deb,4908.90.00.00,4908900000,Matte Stickers,Matte Stickers,matte stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-2ea9a0f009fb,4908.90.00.00,4908900000,Max Verstappen Vinyl Sticker Sheet,Max Verstappen Vinyl Sticker Sheet,max verstappen vinyl sticker sheet,,0,no_semantic_overlap,55,
std-711c33f820b4,4908.90.00.00,4908900000,Minimalist Belly Milestone Temporary Tattoos for Pregnancy Announcement,Minimalist Belly Milestone Temporary Tattoos for Pregnancy Announcement,minimalist belly milestone temporary tattoos for pregnancy announcement,,0,no_semantic_overlap,55,
std-a59df332c737,4908.90.00.00,4908900000,Nail Decals,Nail Decals,nail decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-4c3c3bbcbe88,4908.90.00.00,4908900000,Narnia Wardrobe Sticker: Hand-Painted Waterproof Vinyl Decal / Book Lover Art Gift,Narnia Wardrobe Sticker: Hand-Painted Waterproof Vinyl Decal / Book Lover Art Gift,narnia wardrobe sticker hand painted waterproof vinyl decal book lover art gift,html|options,2,no_semantic_overlap,55,
std-701e80214764,4908.90.00.00,4908900000,NHL stickers,NHL stickers,nhl stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-7186f117f655,4908.90.00.00,4908900000,NHL Team Logo Nails,NHL Team Logo Nails,nhl team logo nails,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-795bda889055,4908.90.00.00,4908900000,Nostalgic Childhood Snacks Sticker Sheet 4x6 | 80s 90s 2000s Y2K | Planner BuJo Bullet Journal Calendar Deco Art Aesthetic Scrapbook,Nostalgic Childhood Snacks Sticker Sheet 4x6 | 80s 90s 2000s Y2K | Planner BuJo Bullet Journal Calendar Deco Art Aesthetic Scrapbook,nostalgic childhood snacks sticker sheet 80s 90s 2000s y2k planner bujo bullet journal calendar deco art aesthetic scrapbook,html|options,2,model_number|no_semantic_overlap,30,
std-516f06d9e963,4908.90.00.00,4908900000,Oat Milk Please Waterproof Vinyl Sticker / Funny Heavy Duty Die-cut Decal for Laptop Waterbottle Lactose Intolerant Vegan Allergy,Oat Milk Please Waterproof Vinyl Sticker / Funny Heavy Duty Die-cut Decal for Laptop Waterbottle Lactose Intolerant Vegan Allergy,oat milk please waterproof vinyl sticker funny heavy duty die cut decal for laptop waterbottle lactose intolerant vegan allergy,html|options,2,no_semantic_overlap,55,
std-18fd23eaeba2,4908.90.00.00,4908900000,old stickers,old stickers,old stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-54a4525e73a5,4908.90.00.00,4908900000,Overstimulated Twilight Sparkle Holographic Acrylic Pin/Vinyl Sticker,Overstimulated Twilight Sparkle Holographic Acrylic Pin / Vinyl Sticker,overstimulated twilight sparkle holographic acrylic pin vinyl sticker,options,1,no_semantic_overlap,55,
std-6b5c5f58586e,4908.90.00.00,4908900000,"Oxytocin Molecule Vinyl Sticker, Pressed Flower Design, Waterproof Decal","Oxytocin Molecule Vinyl Sticker, Pressed Flower Design, Waterproof Decal","oxytocin molecule vinyl sticker, pressed flower design, waterproof decal",,0,no_semantic_overlap,55,
std-731ff6f0664b,4908.90.00.00,4908900000,paper stickers,paper stickers,paper stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-4cdb2a6eceab,4908.90.00.00,4908900000,"The Peanuts Gang Stickers: Laptop, Mug, Phone Decals","The Peanuts Gang Stickers: Laptop, Mug, Phone Decals","peanuts gang stickers laptop, mug, phone decals",,0,no_semantic_overlap,55,
std-463f7a9e6a3d,4908.90.00.00,4908900000,Pippa Clown Die-cut Sticker,Pippa Clown Die-cut Sticker,pippa clown die cut sticker,,0,no_semantic_overlap,55,
std-51358e43a3ec,4908.90.00.00,4908900000,Play w Me Die-cut Sticker,Play w Me Die-cut Sticker,play w me die cut sticker,,0,no_semantic_overlap,55,
std-96103f842b7b,4908.90.00.00,4908900000,Printed Adhesive Waterproof Vinyl Sticker,Printed Adhesive Waterproof Vinyl Sticker,printed adhesive waterproof vinyl sticker,,0,no_semantic_overlap,55,
std-cd7da8e6d669,4908.90.00.00,4908900000,Printed and Laminated Vinyl Sticker Decal,Printed and Laminated Vinyl Sticker Decal,printed and laminated vinyl sticker decal,,0,no_semantic_overlap,55,
std-b147590e5b79,4908.90.00.00,4908900000,"Printed Transfer decals, 2 pc set, client requested shapes, black blue","Printed Transfer decals, 2 pc set, client requested shapes, black blue","printed transfer decals, set, client requested shapes, black blue",count,1,no_semantic_overlap,55,
std-69c24cc13c86,4908.90.00.00,4908900000,"Printed Transfer decals, 12 pc set, client requested shapes, black white","Printed Transfer decals, 12 pc set, client requested shapes, black white","printed transfer decals, set, client requested shapes, black white",count,1,no_semantic_overlap,55,
std-0220e9a857be,4908.90.00.00,4908900000,"Printed Transfer decals, 10 pc set, client requested shapes, multi colored","Printed Transfer decals, 10 pc set, client requested shapes, multi colored","printed transfer decals, set, client requested shapes, multi colored",count,1,no_semantic_overlap,55,
std-c2c9291c4bf6,4908.90.00.00,4908900000,"Printed Transfer decals, 2 pc set, client requested shapes, silver","Printed Transfer decals, 2 pc set, client requested shapes, silver","printed transfer decals, set, client requested shapes, silver",count,1,no_semantic_overlap,55,
std-afe07927b4a1,4908.90.00.00,4908900000,"Printed Transfer decals, 1 pc set, client requested shapes,white","Printed Transfer decals, 1 pc set, client requested shapes,white","printed transfer decals, set, client requested shapes,white",count,1,no_semantic_overlap,55,
std-269114b38762,4908.90.00.00,4908900000,"Printed Transfer decals, 1 pc set, client requested shapes,white black","Printed Transfer decals, 1 pc set, client requested shapes,white black","printed transfer decals, set, client requested shapes,white black",count,1,no_semantic_overlap,55,
std-2c75f646a1df,4908.90.00.00,4908900000,"Printed Transfer decals, 2 pc set, client requested shapes,white black gold","Printed Transfer decals, 2 pc set, client requested shapes,white black gold","printed transfer decals, set, client requested shapes,white black gold",count,1,no_semantic_overlap,55,
std-a260f9121989,4908.90.00.00,4908900000,"Printed Transfer decals, 10 pc set, client requested shapes,white black orange","Printed Transfer decals, 10 pc set, client requested shapes,white black orange","printed transfer decals, set, client requested shapes,white black orange",count,1,no_semantic_overlap,55,
std-14539bdefa62,4908.90.00.00,4908900000,"Printed Transfer decals, 4 pc set, client requested shapes,white black orange yellow","Printed Transfer decals, 4 pc set, client requested shapes,white black orange yellow","printed transfer decals, set, client requested shapes,white black orange yellow",count,1,no_semantic_overlap,55,
std-08ab17c8cca0,4908.90.00.00,4908900000,"Printed Transfer decals, 10 pc set, client requested shapes,white black red","Printed Transfer decals, 10 pc set, client requested shapes,white black red","printed transfer decals, set, client requested shapes,white black red",count,1,no_semantic_overlap,55,
std-555c331025a6,4908.90.00.00,4908900000,"Printed Transfer decals, 1 pc set, client requested shapes,white black yellow","Printed Transfer decals, 1 pc set, client requested shapes,white black yellow","printed transfer decals, set, client requested shapes,white black yellow",count,1,no_semantic_overlap,55,
std-f6cf2f698faa,4908.90.00.00,4908900000,"Printed Transfer decals, 6 pc set, client requested shapes,white black yellow red","Printed Transfer decals, 6 pc set, client requested shapes,white black yellow red","printed transfer decals, set, client requested shapes,white black yellow red",count,1,no_semantic_overlap,55,
std-82626b896f2c,4908.90.00.00,4908900000,Resin Pet Tag,Resin Pet Tag,resin pet tag,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-e1ec16feda90,4908.90.00.00,4908900000,Roblox Forsaken Admins Glossy Vinyl Sticker Pack,Roblox Forsaken Admins Glossy Vinyl Sticker Pack,roblox forsaken admins glossy vinyl sticker pack,,0,no_semantic_overlap,55,
std-1ee3c9e330da,4908.90.00.00,4908900000,Roblox Forsaken Glossy Vinyl Sticker Packs 5pcs,Roblox Forsaken Glossy Vinyl Sticker Packs 5pcs,roblox forsaken glossy vinyl sticker packs,count,1,no_semantic_overlap,55,
std-776e44b55c34,4908.90.00.00,4908900000,Sadrio Friends Vinyl Sticker Sheet,Sadrio Friends Vinyl Sticker Sheet,sadrio friends vinyl sticker sheet,,0,no_semantic_overlap,55,
std-37ed197e80d6,4908.90.00.00,4908900000,Sent You An Invoice Sticker,Sent You An Invoice Sticker,sent you an invoice sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-c4de8a801a61,4908.90.00.00,4908900000,set of vinyl vehicle stickers,set of vinyl vehicle stickers,set of vinyl vehicle stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-2100be56bfc6,4908.90.00.00,4908900000,Silver Iron On Decals,Silver Iron On Decals,silver iron on decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-cf43de6600b1,4908.90.00.00,4908900000,small printed matte sticker,small printed matte sticker,small printed matte sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-882a7026e87b,4908.90.00.00,4908900000,Smile for the dash cam vinyl decal,Smile for the dash cam vinyl decal,smile for the dash cam vinyl decal,,0,no_semantic_overlap,55,
std-b6e8e6665ab7,4908.90.00.00,4908900000,Smiling Friends Charlie and Allan Valentines day Vinyl Sticker,Smiling Friends Charlie and Allan Valentines day Vinyl Sticker,smiling friends charlie and allan valentines day vinyl sticker,,0,no_semantic_overlap,55,
std-cf48c2314b86,4908.90.00.00,4908900000,Sock Monkey Nail Decals,Sock Monkey Nail Decals,sock monkey nail decals,,0,no_semantic_overlap,55,
std-c207248b0701,4908.90.00.00,4908900000,6 in 1 Stamps Mood Routine Weather Drink | Icon Planner Bullet Journal Habit Tracker,6 in 1 Stamps Mood Routine Weather Drink | Icon Planner Bullet Journal Habit Tracker,stamps mood routine weather drink icon planner bullet journal habit tracker,options,1,no_semantic_overlap,55,
std-075693bebcc2,4908.90.00.00,4908900000,Star Wars nail decals,Star Wars nail decals,star wars nail decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-1fc9b427bf1b,4908.90.00.00,4908900000,Stardew Valley Clear Stickers,Stardew Valley Clear Stickers,stardew valley clear stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-058c47f2e3ee,4908.90.00.00,4908900000,79 stickers,79 stickers,stickers,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-926ddf99418a,4908.90.00.00,4908900000,"stickers, brown tag, plastic bag with card","stickers, brown tag, plastic bag with card","stickers, brown tag, plastic bag with card",,0,no_semantic_overlap,55,
std-783db8f79336,4908.90.00.00,4908900000,Stickman vinyl decal,Stickman vinyl decal,stickman vinyl decal,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-402e801b7674,4908.90.00.00,4908900000,Super Mario Nail Decals,Super Mario Nail Decals,super mario nail decals,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-03e8662abde6,4908.90.00.00,4908900000,temporary tattoo,temporary tattoo,temporary tattoo,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-a72f09623388,4908.90.00.00,4908900000,Temporary Tattoo Set of 4 | Boho Tattoos | Canadian | Visitors in the Garden,Temporary Tattoo Set of 4 | Boho Tattoos | Canadian | Visitors in the Garden,temporary tattoo boho tattoos canadian visitors in the garden,options,1,no_semantic_overlap,55,
std-27158a4fe383,4908.90.00.00,4908900000,Temporary Tattoo Set of 10 | Bumblebee Tattoos | Canadian | Fuzzy Little Buddies,Temporary Tattoo Set of 10 | Bumblebee Tattoos | Canadian | Fuzzy Little Buddies,temporary tattoo bumblebee tattoos canadian fuzzy little buddies,options,1,no_semantic_overlap,55,
std-c011c6c0c416,4908.90.00.00,4908900000,Temporary Tattoo | Fairycore | Canadian | Solar Fox,Temporary Tattoo | Fairycore | Canadian | Solar Fox,temporary tattoo fairycore canadian solar fox,options,1,no_semantic_overlap,55,
std-600bb794b496,4908.90.00.00,4908900000,Temporary Tattoo - Many Feathers,Temporary Tattoo - Many Feathers,temporary tattoo many feathers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-0b74911136f6,4908.90.00.00,4908900000,Temporary Tattoo | Witchcore | Canadian | Lunar Moth,Temporary Tattoo | Witchcore | Canadian | Lunar Moth,temporary tattoo witchcore canadian lunar moth,options,1,no_semantic_overlap,55,
std-6db207731256,4908.90.00.00,4908900000,Temporary tattoos,Temporary tattoos,temporary tattoos,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-e41e51f973d5,4908.90.00.00,4908900000,Temporary Tattoos Made In Canada,Temporary Tattoos Made In Canada,temporary tattoos made in canada,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-b687f3d2225b,4908.90.00.00,4908900000,Three mus-cat-teers vinyl decal,Three mus-cat-teers vinyl decal,three mus cat teers vinyl decal,,0,no_semantic_overlap,55,
std-a457ef05e550,4908.90.00.00,4908900000,Trim MonoKote Checkerboard Red/Clear,Trim MonoKote Checkerboard Red / Clear,trim monokote checkerboard red clear,options,1,no_semantic_overlap,55,
std-ca6a0e58f83b,4908.90.00.00,4908900000,Trinket Addict Sticker | Gacha Blind Box Trinkets Plushies Keychains Lover | Cute Kawaii Waterbottle Laptop Decal Gift for Girls Angel Toy,Trinket Addict Sticker | Gacha Blind Box Trinkets Plushies Keychains Lover | Cute Kawaii Waterbottle Laptop Decal Gift for Girls Angel Toy,trinket addict sticker gacha blind box trinkets plushies keychains lover cute kawaii waterbottle laptop decal gift for girls angel toy,html|options,2,no_semantic_overlap,55,
std-a0b142a8b310,4908.90.00.00,4908900000,TWICE Holographic stickers,TWICE Holographic stickers,twice holographic stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-7ef439abee22,4908.90.00.00,4908900000,TWICE Lovelys Vinyl/Holographic Stickers (All members),TWICE Lovelys Vinyl / Holographic Stickers (All members),twice lovelys vinyl holographic stickers all members,options,1,no_semantic_overlap,55,
std-1edeb2ff1522,4908.90.00.00,4908900000,Vinyl and paper sticker,Vinyl and paper sticker,vinyl and paper sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-a863c0524b9b,4908.90.00.00,4908900000,Vinyl Decal Sticker,Vinyl Decal Sticker,vinyl decal sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-c1f7e51d4fb2,4908.90.00.00,4908900000,vinyl sticker,vinyl sticker,vinyl sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-a1774d51e41d,4908.90.00.00,4908900000,100% Vinyl sticker made in Canada,100% Vinyl sticker made in Canada,vinyl sticker made in canada,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-ef49de1364c0,4908.90.00.00,4908900000,Vinyl Sticker Sheet,Vinyl Sticker Sheet,vinyl sticker sheet,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-4d8a23c46a77,4908.90.00.00,4908900000,Vinyl stickers,Vinyl stickers,vinyl stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-871a87fd373c,4908.90.00.00,4908900000,Waterproof Vinyl Christian-themed Sticker,Waterproof Vinyl Christian-themed Sticker,waterproof vinyl christian themed sticker,,0,no_semantic_overlap,55,
